Product,Entity,Operation,Campaign Id,Ad Group Id,Portfolio Id,Ad Id (Read only),Keyword Id (Read only),Product Targeting Id (Read only),Campaign Name,Ad Group Name,Campaign Name (Informational only),Ad Group Name (Informational only),Portfolio Name (Informational only),Start Date,End Date,Targeting Type,State,Campaign State (Informational only),Ad Group State (Informational only),Daily Budget,SKU,ASIN (Informational only),Eligibility Status (Informational only),Reason for ineligibility (Informational only),Ad Group Default Bid,Ad Group Default Bid (Informational only),Bid,Keyword Text,Match Type,Bidding Strategy,Placement,Percentage,Product Targeting Expression,Resolved Product Targeting Expression (Informational only),Impressions,Clicks,Click-through Rate,Spend,Sales,Orders,Units,Conversion Rate,Acos,CPC,ROAS
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,inca oil organic jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic face serum oil jojoba face serum anti aging,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic cold pressed gallon,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic 3oz,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic cold pressed unrefined now,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic garden life,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,tirtir organic jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba face oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic cold pressed jojoba oil skin,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic face serum oil jojoba,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic glass bottle,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,cold press jojoba oil organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic cold pressed unrefined bulk,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aubrey organic organic jojoba oil 2 fl oz 59 ml,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic 4oz,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba oil mountain rose herb,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic oat oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic 3 oz,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,100 jojoba oil organic 1 gallon,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic non gmo jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil certified organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic non gmo,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,plant therapy organic jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic 2oz,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic gallon,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,certified organic golden jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil golden organic unrefined hb oil center,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,now solution organic jojoba oil moisturizing,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic infusion,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,pure organic jojoba oil skin,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,facetheory organic jojoba oil and natural vitamin e,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic body jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic massage,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,radha jojoba oil organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,essential oil hair jojoba organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,bonajour organic jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba oil 8 ounce,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aura cacia certified organic jojoba skin care oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,cold press organic jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic cliganic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,usda jojoba oil organic cold pressed unrefined,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,dessert essence organic jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic 8oz,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,pure organic jojoba oil cold pressed unrefined,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic skin and hair,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,artnatural jojoba oil organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba oil cold pressed unrefined bulk,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,cliganic usda organic jojoba oil 16oz,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic nail,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba oil glass bottle,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic 16 oz,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic pur,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,hoba organic jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic unrefined cold pressed jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil castor oil organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,usda organic jojoba oil face,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic amazon choice,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba organic oil hair,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba oil desert essence,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic ear,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic 1 oz,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,pure organic cold pressed jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic cuticle,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic trader joe,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic body oil grapeseed and jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba oil skin 4oz,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic 32,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic 32oz,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,certified organic cold pressed jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,clinic organic jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,sport research natural organic jojoba oil 1 ounce travel size,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic cold press jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba oil hair 16 oz,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,solved skincare 100 organic golden jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba oil cold pressed oily skìn,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba oil skin cold pressed,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,cold pressed jojoba oil organic babie,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic 32 oz pump,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic art natural,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba carrier oil 16oz,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,cliganic 100 pure organic jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba oil cold pressed unrefined 33 oz,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba oil moisturizing hair,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic carrier oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic roller,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,8 oz jojoba oil organic cold pressed unrefined,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic shower,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic shampoo jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,now organic jojoba oil 8 oz,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil 4 oz organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,dessert essence jojoba oil organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba oil golden cold pressed,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,cliganic organic argan oil and organic jojoba oil 2 pack,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic acne serum jojoba oil and tea tree,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba oil cold pressed unrefined glass,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic acne treatment serum jojoba oil and tea tree,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba oil cold pressed unrefined 64 oz,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,cliganic usda organic jojoba oil 100,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic 16 fl oz,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,100 jojoba oil organic food grade,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic soap making,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,hobe lab natural organic jojoba oil 4 fl oz 118 ml,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba oil 430 ml,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba oil brown bottle,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,heather lorraine organic jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba golden organic oil 100ml,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Broad  -  broad  | B09BB4Y111 - SP,,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba body oil dry skin,negativeExact,,,,,,,,,,,,,,,,
