Product,Entity,Operation,Campaign Id,Ad Group Id,Portfolio Id,Ad Id (Read only),Keyword Id (Read only),Product Targeting Id (Read only),Campaign Name,Ad Group Name,Campaign Name (Informational only),Ad Group Name (Informational only),Portfolio Name (Informational only),Start Date,End Date,Targeting Type,State,Campaign State (Informational only),Ad Group State (Informational only),Daily Budget,SKU,ASIN (Informational only),Eligibility Status (Informational only),Reason for ineligibility (Informational only),Ad Group Default Bid,Ad Group Default Bid (Informational only),Bid,Keyword Text,Match Type,Bidding Strategy,Placement,Percentage,Product Targeting Expression,Resolved Product Targeting Expression (Informational only),Impressions,Clicks,Click-through Rate,Spend,Sales,Orders,Units,Conversion Rate,Acos,CPC,ROAS
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil bath,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil large,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,manuka honey jojoba oil soap,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil facial,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,leven rose jojoba oil organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,gloss jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,bow jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,roll jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,nature nourishing argan d jojoba oil hair mask,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,crabtree jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba oil body lotion,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,now jojoba oil 8 oz,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil mini,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,cuticle jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,argan jojoba oil shampoo,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,bon vital original massage creme jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil fragrance free,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,desert essence jojoba moringa rose hip oil 1x2 oz,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,softsoap moisturizing body wash vanilla jojoba oil 20oz,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic cold,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba face oil organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic 32 oz,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,now food solution certified organic jojoba oil 8 fl oz 237 ml,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,gya jojoba oil organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba oil o2 made,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,kate blanc jojoba oil organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic face,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,leven rose organic jojoba oil cold pressed unrefined,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,purador jojoba oil organic cold pressed,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,16 oz jojoba oil organic cold pressed unrefined,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba oil pump,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,desert essence organic jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,hobacare baby organic jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba oil o2,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,usda jojoba oil organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic infusion jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic 8 oz,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic golden jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aura cacia jojoba oil organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,soapeauty jojoba oil organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,desert jojoba oil organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba oil makeup remover,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,bulk jojoba oil organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,cliganic usda organic jojoba oil 16oz pump 100,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,purador jojoba oil organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba oil hair growth,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic cold press,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba oil body,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,cold pressed organic jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,velona jojoba oil usda certified organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,plant therapy organic golden jojoba carrier oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,32 oz organic jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,procure witch hazel gel organic jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba oil lip balm,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,aura cacia organic jojoba skin care oil 4 fl oz,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,now food solution certified organic jojoba oil 4 fl oz 118 ml,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic beeswax wrap,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,premium organic jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic kate blanc,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,certified organic jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic ebt eligible,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,dessert essence organic jojoba oil hair skin scalp 4 oz,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic pure jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic unrefined jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba oil 2 oz,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,bulk organic jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil hair growth organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic cold pressed unrefined 32 oz,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,small jojoba oil organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic golden jojoba oil bulk,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,pure body organic jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba oil made usa,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba organic oil bulk,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,massage oil jojoba organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,unrefined jojoba oil organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,freecliganic usda organic jojoba oil 100 pure 4oz moisturizing,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,mother nature organic jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic pump,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,fractionated jojoba oil organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba oil now,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba oil 16 oz,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,1 gallon jojoba oil organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic whole food,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic baby,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,pura d or jojoba oil organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic hexane free,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil sky organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,kate blanc jojoba oil certified organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,face theory organic jojoba oil and natural vitamin e,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,facetheory organic jojoba oil vitamin e,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba oil 64 oz,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba massage oil organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,pura dor jojoba oil organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil cold pressed organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil pump bottle organic,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,facetheory organic jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,jojoba oil organic cold pressed unrefined skin,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic jojoba body oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,organic ozonated jojoba oil,negativeExact,,,,,,,,,,,,,,,,
Sponsored Products,Campaign Negative Keyword,Create,Clear Jojoba Oil  |  Auto Negatives Loose   -  auto  | B09BB4Y111 - SP,auto,,,,,,,,,,,,,enabled,enabled,,,,,,,,,,golden jojoba oil organic cold pressed unrefined,negativeExact,,,,,,,,,,,,,,,,
